ProductType,CircuitStatus,Billing_Start_Date,Currency,NRC,MRC,Bandwidth,city,state,country
Local Internet Access,ACTIVE,2023-03-28,CNY,0.0,33.785714285714285,100,Tangshan,Hebei,China
IDC,ACTIVE,2023-03-28,USD,120.0,1069.0,0,Los Angeles,California,United States
Local Internet Access,ACTIVE,2023-03-28,CNY,0.0,33.785714285714285,100,Jinhua,Zhejiang,China
Local Internet Access,ACTIVE,2023-03-28,CNY,0.0,33.785714285714285,100,Harbin,Heilongjiang,China
Local Internet Access,ACTIVE,2023-03-28,CNY,0.0,33.785714285714285,100,Honghe,Yunnan,China
SD-WAN,ACTIVE,2023-03-29,CNY,0.0,1067.142857142857,0,nan,nan,
GIS,ACTIVE,2023-03-29,CNY,471.42857142857144,371.42857142857144,20,Chengdu,Sichuan,China
Cloud VAS,ACTIVE,2023-03-29,CNY,0.0,431.14285714285717,0,Beijing,Beijing,China
VPN,ACTIVE,2023-03-29,HKD,0.0,20700.0,50,Beijing,Beijing,China
IEPL,ACTIVE,2023-03-29,CNY,0.0,35546.142857142855,1000,Beijing,Hong Kong Chai Wan Mega,China
Local Internet Access,ACTIVE,2023-03-29,CNY,0.0,889.5714285714286,200,Beijing,Beijing,China
Cloud VAS,ACTIVE,2023-03-29,CNY,512.0,633.2857142857143,0,Beijing,Beijing,China
GIS,ACTIVE,2023-03-29,CNY,471.42857142857144,371.42857142857144,20,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2023-03-29,CNY,0.0,627.1428571428571,100,Beijing,Beijing,China
Standard Cross Connect,ACTIVE,2023-03-30,USD,760.0,139.0,0,Frankfurt,Germany,Frankfurt
Standard Cross Connect,ACTIVE,2023-03-30,USD,778.0,144.0,0,Frankfurt,Germany,Frankfurt
Standard Cross Connect,ACTIVE,2023-03-30,USD,760.0,139.0,0,Frankfurt,Germany,Frankfurt
VPN,ACTIVE,2023-03-30,USD,4500.0,6703.0,80,Berkshire,United Kingdom,London
Cloud Exchange,ACTIVE,2023-03-30,USD,0.0,8750.0,500,nan,nan,
Cloud Exchange,ACTIVE,2023-03-30,USD,0.0,12750.0,0,nan,nan,
GIS,ACTIVE,2023-03-30,USD,630.0,990.0,10000,Los Angeles,California,United States
Standard Cross Connect,ACTIVE,2023-03-30,USD,778.0,144.0,0,Frankfurt,Germany,Frankfurt
SD-WAN,ACTIVE,2023-03-30,CNY,1142.857142857143,7985.714285714285,0,nan,nan,
VPN,ACTIVE,2023-03-31,USD,0.0,1961.0,20,Nanjing,Jiangsu,China
GIS2.0,ACTIVE,2023-03-31,USD,0.0,543.0,0,Chicago,Illinois,United States
VPN,ACTIVE,2023-03-31,USD,1000.0,1900.0,20,Xiaogan,Hubei,China
Netcare,ACTIVE,2023-03-31,USD,0.0,85.0,0,Xiaogan,Hubei,China
IP Sec VPN,ACTIVE,2023-03-31,USD,0.0,770.0,20,Hong Kong,Hong Kong,China
Local Internet Access,ACTIVE,2023-03-31,CNY,0.0,33.785714285714285,100,Wenzhou,Zhejiang,China
CPE(EI),ACTIVE,2023-03-31,USD,400.0,150.0,0,Xiaogan,Hubei,China
GIS,ACTIVE,2023-03-31,CNY,471.42857142857144,385.7142857142857,50,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2023-03-31,CNY,0.0,33.785714285714285,100,Chaohu,Anhui,China
Local Internet Access,ACTIVE,2023-03-31,CNY,0.0,33.785714285714285,100,Lhasa,Tibet,China
Local Internet Access,ACTIVE,2023-03-31,CNY,0.0,33.785714285714285,100,Jinhua,Zhejiang,China
Local Internet Access,ACTIVE,2023-03-31,CNY,0.0,33.785714285714285,100,Shijiazhuang,Hebei,China
Local Internet Access,ACTIVE,2023-03-31,CNY,0.0,33.785714285714285,100,Zhuzhou,Hunan,China
CPE,ACTIVE,2023-04-01,CNY,0.0,114.28571428571429,0,Jiujiang,Jiangxi,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,142.85714285714286,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,84.57142857142857,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,109.71428571428571,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,715.1428571428571,0,nan,nan,
VPN,ACTIVE,2023-04-01,CNY,0.0,1171.4285714285713,10,Jiujiang,Jiangxi,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,300.42857142857144,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,318.44714285714286,0,nan,nan,
Standard Cross Connect,ACTIVE,2023-04-01,USD,0.0,468.0,0,Hong Kong,Hong Kong,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,588.4285714285714,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Huaibei,Anhui,China
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Kashi,Xinjiang,China
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,74.28571428571429,100,Chongqing,Chongqing,China
GIS,ACTIVE,2023-04-01,CNY,0.0,142.85714285714286,10,Hong Kong,Hong Kong,China
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Taizhou,Jiangsu,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,607.1428571428571,0,nan,nan,
IDC,ACTIVE,2023-04-01,USD,0.0,30453.0,0,Sterling,Virginia,United States
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,571.4285714285714,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,148.57142857142858,0,nan,nan,
Cloud Exchange,ACTIVE,2023-04-01,CNY,0.0,12398.921428571428,4000,nan,nan,
IEPL,ACTIVE,2023-04-01,CNY,0.0,5428.571428571428,200,Tianjin,Beijing,China
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Wenzhou,Zhejiang,China
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Changsha,Hunan,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,109.71428571428571,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,188.57142857142858,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-01,USD,0.0,19340.0,0,Beijing,Beijing,China
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Shaoyang,Hunan,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,188.0,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,1428.5714285714287,0,nan,nan,
Cloud Exchange,ACTIVE,2023-04-01,CNY,357.14285714285717,714.2857142857143,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,101.42857142857143,0,nan,nan,
Cloud Exchange,ACTIVE,2023-04-01,CNY,0.0,1200.0,0,nan,nan,
IEPL,ACTIVE,2023-04-01,CNY,0.0,5428.571428571428,200,Tianjin,Beijing,China
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,1642.857142857143,0,nan,nan,
Cloud Exchange,ACTIVE,2023-04-01,CNY,0.0,3958.5714285714284,0,nan,nan,
SD-WAN,ACTIVE,2023-04-01,CNY,0.0,831.5,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Pingdingshan,Henan,China
S.C. L&OM.,ACTIVE,2023-04-01,HKD,190864.0,,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-01,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
IEPL,ACTIVE,2023-04-01,USD,0.0,35000.0,0,Shanghai,Tokyo Equinix TY2 POP,China
IEPL,ACTIVE,2023-04-01,USD,0.0,4230.0,10,Shanghai,SINGAPORE,China
Local Internet Access,ACTIVE,2023-04-02,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2023-04-02,CNY,0.0,33.785714285714285,100,Nanchong,Sichuan,China
Local Internet Access,ACTIVE,2023-04-02,CNY,0.0,33.785714285714285,100,Baiyin,Gansu,China
Local Internet Access,ACTIVE,2023-04-02,CNY,0.0,33.785714285714285,100,Taiyuan,Shanxi,China
Local Internet Access,ACTIVE,2023-04-03,CNY,0.0,33.785714285714285,100,Jinhua,Zhejiang,China
Local Internet Access,ACTIVE,2023-04-03,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2023-04-03,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2023-04-03,CNY,0.0,33.785714285714285,100,Lianyungang,Jiangsu,China
Local Internet Access,ACTIVE,2023-04-03,CNY,471.42857142857144,271.42857142857144,4,Taiyuan,Shanxi,China
Local Internet Access,ACTIVE,2023-04-03,CNY,0.0,33.785714285714285,100,Baoding,Hebei,China
Local Internet Access,ACTIVE,2023-04-03,CNY,0.0,33.785714285714285,100,Qujing,Yunnan,China
GWL,ACTIVE,2023-04-03,USD,0.0,17900.0,0,Chikura CLS,Japan,Los Angeles One Wilshire LA1 MMR
SD-WAN,ACTIVE,2023-04-03,CNY,0.0,122.57142857142857,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-03,USD,0.0,371.0,50,Yantai,Shandong,China
SD-WAN,ACTIVE,2023-04-04,CNY,0.0,137.14285714285714,0,nan,nan,
SD-WAN,ACTIVE,2023-04-04,CNY,0.0,129.57142857142858,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-04,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
SD-WAN,ACTIVE,2023-04-04,CNY,0.0,114.28571428571429,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-04,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
Local Internet Access,ACTIVE,2023-04-04,CNY,0.0,33.785714285714285,100,Xuzhou,Jiangsu,China
SD-WAN,ACTIVE,2023-04-04,CNY,0.0,428.57142857142856,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-04,CNY,0.0,33.785714285714285,100,Taizhou,Zhejiang,China
Managed/Maintenance Service,ACTIVE,2023-04-04,CNY,7917.79,4636.118571428572,0,nan,nan,
SD-WAN,ACTIVE,2023-04-04,CNY,0.0,121.14285714285714,0,nan,nan,
GWL,ACTIVE,2023-04-05,USD,0.0,2900.0,0,Hong Kong Chai Wan Mega,I POP,China
Standard Cross Connect,ACTIVE,2023-04-06,USD,240.0,100.0,0,Hong Kong,Hong Kong,China
SD-WAN,ACTIVE,2023-04-06,CNY,0.0,357.14285714285717,0,nan,nan,
SD-WAN,ACTIVE,2023-04-06,CNY,0.0,192.0,0,nan,nan,
SD-WAN,ACTIVE,2023-04-06,CNY,0.0,281.14285714285717,0,nan,nan,
Netcare,ACTIVE,2023-04-06,USD,0.0,65.0,0,Suzhou,Jiangsu,China
SD-WAN,ACTIVE,2023-04-06,CNY,0.0,116.57142857142857,0,nan,nan,
SD-WAN,ACTIVE,2023-04-06,CNY,0.0,288.0,0,nan,nan,
Cloud Exchange,ACTIVE,2023-04-06,USD,0.0,630.0,0,nan,nan,
Cloud Exchange,ACTIVE,2023-04-06,CNY,0.0,4716.981428571429,100,nan,nan,
GIS,ACTIVE,2023-04-06,USD,0.0,2050.0,50,Suzhou,Jiangsu,China
Local Internet Access,ACTIVE,2023-04-07,CNY,0.0,33.785714285714285,100,Lhasa,Tibet,China
Local Internet Access,ACTIVE,2023-04-07,CNY,0.0,33.785714285714285,100,Xishuangbanna,Yunnan,China
Local Internet Access,ACTIVE,2023-04-07,CNY,0.0,33.785714285714285,100,Henan,Henan,China
Local Internet Access,ACTIVE,2023-04-07,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
GIS,ACTIVE,2023-04-07,CNY,471.42857142857144,564.2857142857143,100,Shanghai,Shanghai,China
SD-WAN,ACTIVE,2023-04-07,CNY,0.0,109.42857142857143,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-07,CNY,0.0,33.785714285714285,100,Kunming,Yunnan,China
GIS,ACTIVE,2023-04-07,CNY,471.42857142857144,785.7142857142857,200,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2023-04-07,CNY,0.0,33.785714285714285,100,Zibo,Shandong,China
Local Internet Access,ACTIVE,2023-04-08,CNY,0.0,33.785714285714285,100,Shenzhen,Guangdong,China
Local Internet Access,ACTIVE,2023-04-08,CNY,0.0,33.785714285714285,100,Luzhou,Sichuan,China
SD-WAN,ACTIVE,2023-04-08,CNY,0.0,274.2857142857143,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-08,CNY,0.0,33.785714285714285,100,Nanjing,Jiangsu,China
Managed/Maintenance Service,ACTIVE,2023-04-08,CNY,357.14285714285717,31.428571428571427,0,Taiyuan,Shanxi,China
Local Internet Access,ACTIVE,2023-04-10,CNY,0.0,33.785714285714285,100,Hami,Xinjiang,China
Local Internet Access,ACTIVE,2023-04-10,CNY,0.0,33.785714285714285,100,Wuxi,Jiangsu,China
GIS,ACTIVE,2023-04-10,HKD,0.0,6400.0,200,Dhaka,Dhaka,Bangladesh
Local Internet Access,ACTIVE,2023-04-10,CNY,0.0,33.785714285714285,100,Yancheng,Jiangsu,China
SD-WAN,ACTIVE,2023-04-10,CNY,-532.1428571428571,1093.4285714285713,0,nan,nan,
SD-WAN,ACTIVE,2023-04-10,CNY,142.85714285714286,314.2857142857143,0,nan,nan,
GIS,ACTIVE,2023-04-10,CNY,471.42857142857144,100.0,100,Suzhou,Jiangsu,China
SD-WAN,ACTIVE,2023-04-10,CNY,142.85714285714286,258.2857142857143,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-10,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
Local Internet Access,ACTIVE,2023-04-10,CNY,0.0,33.785714285714285,100,Bozhou,Anhui,China
SD-WAN,ACTIVE,2023-04-10,CNY,103.57142857142857,853.2857142857143,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-11,CNY,0.0,33.785714285714285,100,Chengdu,Sichuan,China
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-11,CNY,0.0,33.785714285714285,100,Huanggang,Hubei,China
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,53.714285714285715,0,nan,nan,
GIS,ACTIVE,2023-04-11,CNY,471.42857142857144,564.2857142857143,100,Shanghai,Shanghai,China
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
GIS,ACTIVE,2023-04-11,CNY,471.42857142857144,1164.2857142857142,300,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2023-04-11,CNY,0.0,33.785714285714285,100,Bozhou,Anhui,China
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-11,CNY,0.0,33.785714285714285,100,Wuhan,Hubei,China
Local Internet Access,ACTIVE,2023-04-11,USD,500.0,430.0,30,Hefei,Anhui,China
Local Internet Access,ACTIVE,2023-04-11,CNY,0.0,33.785714285714285,100,Guangzhou,Guangdong,China
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
SD-WAN,ACTIVE,2023-04-11,CNY,0.0,37.714285714285715,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-11,CNY,0.0,33.785714285714285,100,Panjin,Liaoning,China
Standard Cross Connect,ACTIVE,2023-04-12,HKD,0.0,660.0,0,Hong Kong,Hong Kong,China
Standard Cross Connect,ACTIVE,2023-04-12,HKD,0.0,660.0,0,Hong Kong,Hong Kong,China
SD-WAN,ACTIVE,2023-04-12,CNY,0.0,571.4285714285714,0,nan,nan,
VPN,ACTIVE,2023-04-13,CNY,0.0,807.0871428571428,2,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,682.2385714285714,2,Changchun,Jilin,China
VPN,ACTIVE,2023-04-13,CNY,0.0,840.5114285714286,2,Harbin,Heilongjiang,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Chengdu,Sichuan,China
VPN,ACTIVE,2023-04-13,USD,500.0,1050.0,10,Fuzhou,Fujian,China
VPN,ACTIVE,2023-04-13,CNY,0.0,1743.9342857142858,2,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,840.5114285714286,2,Tianjin,Tianjin,China
VPN,ACTIVE,2023-04-13,CNY,0.0,836.5785714285714,2,Guangzhou,Guangdong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,812.9857142857143,2,Xian,Shaanxi,China
VPN,ACTIVE,2023-04-13,CNY,0.0,840.5114285714286,2,Dalian,Liaoning,China
VPN,ACTIVE,2023-04-13,CNY,0.0,798.24,2,Beijing,Beijing,China
IDC,ACTIVE,2023-04-13,USD,0.0,1860.0,0,Hong Kong,Hong Kong,China
VPN,ACTIVE,2023-04-13,USD,500.0,1880.0,20,Shanghai,Shanghai,China
CPE,ACTIVE,2023-04-13,USD,0.0,115.0,0,Fuzhou,Fujian,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Chengdu,Sichuan,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Guangzhou,Guangdong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,755.9685714285714,2,Shanghai,Shanghai,China
Netcare,ACTIVE,2023-04-13,USD,0.0,65.0,0,Shanghai,Shanghai,China
IDC,ACTIVE,2023-04-13,USD,0.0,2550.0,0,Hong Kong,Hong Kong,China
IDC,ACTIVE,2023-04-13,USD,0.0,2550.0,0,Hong Kong,Hong Kong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,840.5114285714286,2,Jinan,Shandong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,807.0871428571428,2,Shanghai,Shanghai,China
SD-WAN,ACTIVE,2023-04-13,CNY,0.0,121.14285714285714,0,nan,nan,
VPN,ACTIVE,2023-04-13,CNY,0.0,798.24,2,Beijing,Beijing,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Shenzhen,Guangdong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,812.9857142857143,2,Xian,Shaanxi,China
VPN,ACTIVE,2023-04-13,CNY,0.0,807.0871428571428,2,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,781.5285714285714,2,Beijing,Beijing,China
VPN,ACTIVE,2023-04-13,CNY,0.0,836.5785714285714,2,Qingdao,Shandong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,840.5114285714286,2,Taiyuan,Shanxi,China
VPN,ACTIVE,2023-04-13,CNY,0.0,763.8328571428572,2,Chongqing,Chongqing,China
CPE,ACTIVE,2023-04-13,USD,0.0,115.0,0,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,836.5785714285714,2,Qingdao,Shandong,China
CPE(EI),ACTIVE,2023-04-13,USD,390.0,210.0,0,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,798.24,2,Beijing,Beijing,China
VPN,ACTIVE,2023-04-13,CNY,0.0,836.5785714285714,2,Harbin,Heilongjiang,China
VPN,ACTIVE,2023-04-13,CNY,0.0,798.24,2,Beijing,Beijing,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Wuhan,Hubei,China
VPN,ACTIVE,2023-04-13,CNY,0.0,763.8328571428572,2,Suzhou,Jiangsu,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Hefei,Anhui,China
VPN,ACTIVE,2023-04-13,CNY,0.0,682.2385714285714,2,Hangzhou,Zhejiang,China
Netcare,ACTIVE,2023-04-13,USD,0.0,65.0,0,Fuzhou,Fujian,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Shenzhen,Guangdong,China
Netcare,ACTIVE,2023-04-13,USD,0.0,65.0,0,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,812.9857142857143,2,Xian,Shaanxi,China
SD-WAN,ACTIVE,2023-04-13,CNY,0.0,200.0,0,nan,nan,
VPN,ACTIVE,2023-04-13,CNY,0.0,812.9857142857143,2,Xian,Shaanxi,China
VPN,ACTIVE,2023-04-13,CNY,0.0,788.4085714285713,2,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Nanjing,Jiangsu,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Guangzhou,Guangdong,China
IDC,ACTIVE,2023-04-13,USD,0.0,2550.0,0,Hong Kong,Hong Kong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,722.5457142857142,2,Chengdu,Sichuan,China
VPN,ACTIVE,2023-04-13,CNY,0.0,836.5785714285714,2,Shenyang,Liaoning,China
VPN,ACTIVE,2023-04-13,CNY,0.0,755.9685714285714,2,Beijing,Beijing,China
VPN,ACTIVE,2023-04-13,CNY,0.0,779.5628571428571,2,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,836.5785714285714,2,Changchun,Jilin,China
VPN,ACTIVE,2023-04-13,CNY,0.0,807.0871428571428,2,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,798.24,2,Beijing,Beijing,China
VPN,ACTIVE,2023-04-13,CNY,0.0,3654.9842857142858,20,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-13,CNY,0.0,812.9857142857143,2,Xian,Shaanxi,China
VPN,ACTIVE,2023-04-13,CNY,0.0,840.5114285714286,2,Tianjin,Tianjin,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Nanning,Guangxi,China
VPN,ACTIVE,2023-04-13,CNY,0.0,782.5114285714286,2,Sanya,Hainan,China
VPN,ACTIVE,2023-04-13,CNY,0.0,763.8328571428572,2,Chongqing,Chongqing,China
IDC,ACTIVE,2023-04-13,USD,0.0,115.92,0,Hong Kong,Hong Kong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,836.5785714285714,2,Shenyang,Liaoning,China
IDC,ACTIVE,2023-04-13,USD,0.0,2550.0,0,Hong Kong,Hong Kong,China
IDC,ACTIVE,2023-04-13,USD,0.0,1350.0,0,Hong Kong,Hong Kong,China
VPN,ACTIVE,2023-04-13,CNY,0.0,783.4942857142858,2,Nanjing,Jiangsu,China
VPN,ACTIVE,2023-04-13,CNY,0.0,763.8328571428572,2,Changsha,Hunan,China
VPN,ACTIVE,2023-04-13,CNY,0.0,682.2385714285714,2,Hangzhou,Zhejiang,China
VPN,ACTIVE,2023-04-13,CNY,0.0,782.5114285714286,2,Sanya,Hainan,China
SD-WAN,ACTIVE,2023-04-14,CNY,0.0,288.0,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-14,CNY,0.0,33.785714285714285,100,Wulumuqi,Xinjiang,China
SD-WAN,ACTIVE,2023-04-14,CNY,0.0,299.42857142857144,0,nan,nan,
SD-WAN,ACTIVE,2023-04-14,CNY,0.0,192.0,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-14,CNY,0.0,33.785714285714285,100,Huaian,Jiangsu,China
SD-WAN,ACTIVE,2023-04-14,CNY,0.0,285.7142857142857,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-15,CNY,0.0,33.785714285714285,100,Weifang,Shandong,China
Local Internet Access,ACTIVE,2023-04-15,CNY,0.0,33.785714285714285,100,Suzhou,Jiangsu,China
SD-WAN,ACTIVE,2023-04-15,CNY,0.0,1085.7142857142858,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-15,CNY,0.0,33.785714285714285,100,Suzhou,Anhui,China
GWL,ACTIVE,2023-04-16,CNY,0.0,16749.672857142858,0,Shenzhen,Guangdong,China
VPN,ACTIVE,2023-04-16,CNY,0.0,798.24,2,Beijing,Beijing,China
SD-WAN,ACTIVE,2023-04-16,CNY,0.0,1147.142857142857,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-16,CNY,0.0,33.785714285714285,100,Xining,Qinghai,China
VPN,ACTIVE,2023-04-17,CNY,0.0,585.7142857142857,4,Jining,Shandong,China
GIS,ACTIVE,2023-04-17,CNY,471.42857142857144,1114.2857142857142,200,Shanghai,Shanghai,China
GIS,ACTIVE,2023-04-17,CNY,471.42857142857144,942.8571428571429,100,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-17,CNY,0.0,783.4942857142858,2,Hangzhou,Zhejiang,China
Local Internet Access,ACTIVE,2023-04-17,CNY,0.0,33.785714285714285,100,Jinan,Shandong,China
Local Internet Access,ACTIVE,2023-04-17,CNY,0.0,33.785714285714285,100,Chongqing,Chongqing,China
SD-WAN,ACTIVE,2023-04-17,CNY,0.0,274.2857142857143,0,nan,nan,
CPE,ACTIVE,2023-04-17,CNY,0.0,85.71428571428571,0,Jining,Shandong,China
IEPL,ACTIVE,2023-04-18,HKD,0.0,25000.0,20,Shanghai,Beijing,China
IEPL,ACTIVE,2023-04-18,HKD,0.0,13000.0,10,Shanghai,Tianjin,China
Local Internet Access,ACTIVE,2023-04-18,CNY,0.0,33.785714285714285,100,Shanghai,Shanghai,China
Standard Cross Connect,ACTIVE,2023-04-18,HKD,0.0,800.0,0,Hong Kong,Hong Kong,China
SD-WAN,ACTIVE,2023-04-18,USD,0.0,2907.0,0,nan,nan,
Local Internet Access,ACTIVE,2023-04-18,CNY,0.0,33.785714285714285,100,Tianjin,Tianjin,China
GIS,ACTIVE,2023-04-18,HKD,0.0,6800.0,0,Hong Kong,Hong Kong,China
IEPL,ACTIVE,2023-04-18,HKD,0.0,5800.0,2,Guangzhou,Guangdong,China
Local Internet Access,ACTIVE,2023-04-18,CNY,0.0,33.785714285714285,100,Suzhou,Jiangsu,China
GIS2.0,ACTIVE,2023-04-18,USD,0.0,12600.0,0,Los Angeles,California,United States
GIS2.0,ACTIVE,2023-04-18,USD,0.0,12600.0,0,San Jose,California,United States
SD-WAN,ACTIVE,2023-04-18,CNY,0.0,181.57142857142858,0,nan,nan,
VPN,ACTIVE,2023-04-19,USD,0.0,2360.0,50,Shanghai,Shanghai,China
Local Internet Access,ACTIVE,2023-04-19,HKD,3700.0,3900.0,50,Shanghai,Shanghai,China
VPN,ACTIVE,2023-04-19,USD,0.0,1200.0,10,Shanghai,Shanghai,China
